nombre,cantidades,info,sabores,imagen,mix,Artículo,Estado,#REF!
"MELENA DE LEÓN +ASHWAGANDHA X 60 cc ""SOMOS SETA""",1 UNIDAD,"La fórmula Melena de León + Ashwagandha combina un hongo adaptógeno con una planta ayurvédica reconocida por sus propiedades reguladoras del estrés. Esta sinergia contribuye a la concentración, el equilibrio emocional y el bienestar general. La ashwagandha ayuda a reducir la ansiedad, mejorar la calidad del sueño y acompañar el equilibrio de las funciones cognitivas y hormonales, siendo una opción funcional para rutinas de alta exigencia física o mental.",,https://drive.google.com/file/d/1qWvNImRWNM3Hs9PehsHDJA0bTZOi-iaz/view,,2116,🟢 ok,
MELISA,50G/250G/1KG,"La melisa (Melissa officinalis) es una hierba medicinal tradicional, reconocida por sus propiedades calmantes, digestivas y antiespasmódicas. Se utiliza principalmente en infusión para ayudar a reducir el estrés, la ansiedad leve y mejorar la digestión. Su contenido de aceites esenciales y compuestos fenólicos contribuye al bienestar del sistema nervioso y digestivo.",,https://drive.google.com/file/d/1nuTwbjwEu0vILX-m9VGpZUjZNw6V_Sf6/view,,2039,🟢 ok,
MELISA TINTURA MADRE X 60 CC,1 UNIDAD,"La tintura madre de melisa es un extracto hidroalcohólico concentrado elaborado a partir de las hojas de la planta. Se utiliza como apoyo natural para el sistema nervioso y digestivo, favoreciendo la relajación, el descanso y la digestión en casos de estrés o nerviosismo. Su formato líquido permite una absorción rápida y una dosificación precisa.",,https://drive.google.com/file/d/1BEE03uQopNO5T90pEzRQ3lZ1W2H-vIXN/view,,2371,🟢 ok,
"MEMBRILLITOS X 30 g ""PIZARRO""",1 UNIDAD,"Los membrillitos Pizarro son un dulce a base de pulpa de membrillo, elaborados en formato práctico para consumo individual. Presentan un sabor dulce intenso y textura firme, ideal para colaciones o acompañar infusiones. Son una opción simple y tradicional para quienes buscan algo dulce en porciones controladas.",,https://drive.google.com/file/d/14phf-_VuRbjq5lGSGY6etaD_lllAKnDk/view,,2229,🟢 ok,
MENTA EN HOJAS,50G/250G/1KG,"La menta en hojas es una hierba aromática utilizada tanto en infusiones como en preparaciones culinarias. Se caracteriza por su sabor fresco y su acción digestiva, ayudando a aliviar molestias gastrointestinales. Es ideal para consumir sola o en blends herbales.",,https://drive.google.com/file/d/1uZHLq8tRexcfpeHaH2ZGoMsPROPdrJdl/view,,2040,🟢 ok,
MERKEN CHILENO,100G/250G/1KG,"El merkén es un condimento tradicional originario de los pueblos mapuches del sur de Chile, elaborado a base de ají cacho de cabra, sal y especias. Se caracteriza por su sabor ahumado y levemente picante, con un perfil intenso y aromático. Es ideal para realzar carnes, verduras y preparaciones con un toque distintivo.",,https://drive.google.com/file/d/13q619N0FCitoK7u74RsfZuzIwbvrd-D0/view,,2308,🟢 ok,
"MERMELADA ""DOÑA MAGDALENA"" C/STEVIA ""SIN TACC""",1 UNIDAD,"La mermelada Doña Magdalena con stevia es una opción sin azúcares añadidos, elaborada sin TACC. Combina el sabor natural de la fruta con un endulzado alternativo, manteniendo una textura y perfil equilibrado. Es ideal para quienes buscan opciones más livianas sin resignar sabor.",FRUTILLA/DURAZNO,https://drive.google.com/file/d/1Q7z-fTvZodCM-Bj1Kcj3MTHVWYLoIohT/view,,2153,🟢 ok,
"MERMELADA DE CITRICOS ""LAS DOÑAS""",1 UNIDAD,"La mermelada de cítricos Las Doñas está elaborada con frutas seleccionadas, logrando un perfil equilibrado entre dulzor y acidez. Presenta una textura untuosa y sabor intenso, ideal para desayunos o repostería. Es una opción artesanal con identidad regional.",,https://drive.google.com/file/d/1d4-j6FzUDHjNkzft5X9qTD-_W6chuCXG/view,,2123,🟢 ok,
"MERMELADA DE FRUTILLAS Y ARANDANOS ""LAS DOÑAS""",1 UNIDAD,"La mermelada de frutilla y arándanos Las Doñas combina frutas seleccionadas, logrando un perfil frutal intenso con leve acidez. Presenta buen equilibrio y una textura untable, ideal para el consumo diario. Es perfecta para untar o acompañar preparaciones dulces. ¡La preferida!",,https://drive.google.com/file/d/1Ib512u7c5_rHUpjA-lqENWOY32hdF1OO/view,,2122,🟢 ok,
"MERMELADA DE PERAS AL MALBEC ""LAS DOÑAS""",1 UNIDAD,"La mermelada de peras al Malbec Las Doñas combina fruta con vino, generando un perfil más complejo y aromático. Presenta notas dulces con un leve carácter vínico. Es ideal para acompañar quesos o propuestas gourmet.",,https://drive.google.com/file/d/1VDSIzTaJWq0C-jE2lxZNHiZWWOXEqbAX/view,,2368,🟢 ok,
"MERMELADA DE PERAS Y JENGIBRE ""LAS DOÑAS""",1 UNIDAD,"La mermelada de peras y jengibre Las Doñas combina la suavidad de la fruta con el toque especiado característico del jengibre. Presenta un perfil equilibrado, con leve picor y frescura. Es ideal para quienes buscan sabores diferentes y versátiles, tanto para untar como para acompañar preparaciones dulces o saladas.",,https://drive.google.com/file/d/1LoJImNZoFZaBVsjye0hFtBLEbltc1Y6N/view,,2124,🟢 ok,
"MERMELADA FRUTOS ROJOS CON STEVIA ""DOÑA MAGDALENA""",1 UNIDAD,"La mermelada de frutos rojos Doña Magdalena con stevia es una opción sin azúcares añadidos, elaborada sin TACC. Combina distintos frutos logrando un perfil equilibrado entre dulzor y acidez, con textura untable. Es ideal para quienes buscan una alternativa más liviana sin resignar sabor.",,https://drive.google.com/file/d/1v9_BFPVBlDHxweYXtHg-WfAeoMmSBHdC/view,,2435,🟢 ok,
MERMELADA MQA FRUTILLA X 310,1 UNIDAD,"La mermelada de frutilla MQA está elaborada con fruta seleccionada, destacando su sabor dulce y natural. Presenta textura uniforme y buen equilibrio. Es ideal para consumo diario en desayunos y meriendas.",,https://drive.google.com/file/d/1fckmpdYNEhJ_1MMdHuCMvK9G-DyEICLj/view,,1902,🟢 ok,
MERMELADA MQA X 310,1 UNIDAD,"Las mermeladas MQA son elaboradas en Mendoza y ofrecen una opción rica y accesible, con sabor frutal y textura untable. Este producto artesanal, elaborado con frutas de primera calidad, es ideal para que tus desayunos, meriendas o preparaciones sean un verdadero disfrute.",DURAZNO/MANZANA/NARANJA/CIRUELA/MEMBRILLO,https://drive.google.com/file/d/1vtJT3rgI9ZUaxgtO8W0GNYrlOpWlgOj_/view,,1901,🟢 ok,
MERMELADA MQA ZANAHORIA/NARANJA X310GR,1 UNIDAD,La mermelada de zanahoria y naranja MQA combina dulzor y acidez en un perfil original. La zanahoria aporta suavidad y la naranja un toque cítrico fresco. Es una opción diferente para variar sabores en desayunos o repostería.,,https://drive.google.com/file/d/1got4Ma1xpSNperiiDL_JS6wBBx2cdluy/view,,1906,🟢 ok,
"MIEL BATIDA ""GOTAS DE ORO"" X 250 g",1 UNIDAD,"La miel batida Gotas de Oro es miel de abeja pura, procesada de forma controlada a partir de miel cristalizada para lograr una textura cremosa, suave y fácil de untar. Proviene del norte argentino, donde desarrolla sus características notas alimonadas. Este proceso no modifica sus propiedades naturales ni su sabor, manteniendo un perfil equilibrado y uniforme, ideal para desayunos, tostadas o uso cotidiano.",,https://drive.google.com/file/d/1LRarzkBLFD7TXqF2TWpCG31lCSLXufct/view,,2271,🟢 ok,
"MIEL BATIDA ""GOTAS DE ORO"" X500 g",1 UNIDAD,"La miel batida Gotas de Oro en formato 500 g es miel de abeja pura, procesada de forma controlada a partir de miel cristalizada para lograr una textura cremosa, suave y fácil de untar. Proviene del norte argentino, donde desarrolla sus características notas alimonadas, manteniendo sus propiedades naturales y su sabor. Su consistencia estable evita la cristalización dura, convirtiéndola en una opción práctica y de mayor rendimiento para consumo habitual, ideal para desayunos, tostadas o uso cotidiano.",,https://drive.google.com/file/d/1jmjOu4jDU47SmP5kMbAMLHhyH588qGS_/view,,2171,🟢 ok,
"MIEL DE ABEJA X 1 kg ""MONTE NATURAL"" - JALEA",1 UNIDAD,"La miel de abeja Monte Natural tipo jalea es un producto natural de origen mendocino con un perfil dulce característico y aporte de enzimas, antioxidantes y minerales. Es una miel multifloral, envasada cuidadosamente tras su extracción de colmenares seleccionados, preservando sus cualidades y sabor sin procesos industriales agresivos. Mediante un leve proceso de calentamiento se obtiene una textura líquida, cristalina y de fácil disolución, ideal para el uso cotidiano. Puede volver a cristalizar con el tiempo, un proceso natural de la miel pura que se revierte fácilmente calentando a baño maría.",,https://drive.google.com/file/d/1JKsD3XI9xhwpUuvuZRI5zMUyEeqBqd7X/view,,1406,🟢 ok,
"MIEL DE ABEJA X 250 g ""MONTE NATURAL"" - JALEA",1 UNIDAD,"La miel de abeja Monte Natural tipo jalea es un producto natural de origen mendocino con un perfil dulce característico y aporte de enzimas, antioxidantes y minerales. Es una miel multifloral, envasada cuidadosamente tras su extracción de colmenares seleccionados, preservando sus cualidades y sabor sin procesos industriales agresivos. Mediante un leve proceso de calentamiento se obtiene una textura líquida, cristalina y de fácil disolución, ideal para el uso cotidiano. Puede volver a cristalizar con el tiempo, un proceso natural de la miel pura que se revierte fácilmente calentando a baño maría.",,https://drive.google.com/file/d/1vcqMzMskV0cok-aTNgkYaP_za2vdYYga/view,,1408,🟢 ok,
"MIEL DE ABEJA X 500 g ""MONTE NATURAL"" - JALEA",1 UNIDAD,"La miel de abeja Monte Natural tipo jalea es un producto natural de origen mendocino con un perfil dulce característico y aporte de enzimas, antioxidantes y minerales. Es una miel multifloral, envasada cuidadosamente tras su extracción de colmenares seleccionados, preservando sus cualidades y sabor sin procesos industriales agresivos. Mediante un leve proceso de calentamiento se obtiene una textura líquida, cristalina y de fácil disolución, ideal para el uso cotidiano. Puede volver a cristalizar con el tiempo, un proceso natural de la miel pura que se revierte fácilmente calentando a baño maría.",,https://drive.google.com/file/d/1InBwP0KdXp-jGKcN5fnd9K5wvxGwvqUJ/view,,1410,🟢 ok,
"MIEL X 250 g ""TRES SOLES"" - JALEA",1 UNIDAD,"La miel Tres Soles es una miel de abeja de origen natural que nace en Mendoza, con sabor dulce y perfil aromático floral. Presenta textura fluida y es apta para consumo directo o como endulzante, siendo ideal para infusiones y uso cotidiano. Como toda miel pura, puede conservarse durante largos períodos si se mantiene en condiciones adecuadas: no requiere refrigeración, debe guardarse en un lugar fresco, seco y bien cerrado, y alejada de fuentes de calor para preservar sus cualidades.",,https://drive.google.com/file/d/1Um1nwc9gElNvLqgzIm889jCCBnZXQgow/view,,2287,🟢 ok,
"MIEL X 500 g ""TRES SOLES"" - JALEA",1 UNIDAD,"La miel Tres Soles es una miel de abeja de origen natural que nace en Mendoza, con sabor dulce y perfil aromático floral. Presenta textura fluida y es apta para consumo directo o como endulzante, siendo ideal para infusiones y uso cotidiano. Como toda miel pura, puede conservarse durante largos períodos si se mantiene en condiciones adecuadas: no requiere refrigeración, debe guardarse en un lugar fresco, seco y bien cerrado, y alejada de fuentes de calor para preservar sus cualidades.",,https://drive.google.com/file/d/11fQGPxc6AIN8faN3Lpv7e5lWpk6E77fw/view,,2286,🟢 ok,
MIX  4 PIMIENTAS,100G/250G/1KG,"El mix 4 pimientas combina distintas variedades como pimienta negra, blanca, verde y rosa. Ofrece un perfil aromático equilibrado, con notas picantes y levemente dulces. Es ideal para condimentar carnes, verduras y preparaciones gourmet.",,https://drive.google.com/file/d/1DVNqaSTba29hzHds0u5V_yPPvgetHbOP/view,,1418,🟢 ok,
MIX 7 SEMILLAS SALUDABLES,250G/500G/1KG,"El mix de 7 semillas combina distintas semillas seleccionadas, aportando fibra, grasas saludables y proteínas vegetales. Es una opción nutritiva para enriquecer ensaladas, yogures o panificados. Ideal para incorporar variedad y valor nutricional a la dieta. Ingredientes: Chía, girasol, lino, quínoa, sésamo integral, sésamo blanco, sésamo negro",,https://drive.google.com/file/d/1EUOkZXnMkbQMN6QUxP4oRDONirUEzQAz/view,si,1415,🟢 ok,
MIX CERVECERO,250G/500G/1KG,"El mix cervecero es una combinación de snacks salados pensada para acompañar bebidas. Incluye maní salado, maíz frito y maní rebozado, logrando un equilibrio entre crocante y sabor intenso. Es ideal para picadas y momentos sociales.",,https://drive.google.com/file/d/1OCCwZkBFZdM5oEWywgt5TXQ1goqX7DwU/view,,1416,🟢 ok,
MIX DE SEMILLAS ADELGAZANTE,250G/500G/1KG,,,https://drive.google.com/file/d/1nR6et-acgtUJNIb4HAqHRM2u5YafBwoH/view,si,1421,🔵 falta descripción,
MIX FRUTOS ROJOS CONGELADOS X KILO,1 UNIDAD,,,https://drive.google.com/file/d/1VJuWIaKiV1W3Km9r-kL2_iLqixft1z1s/view,,2176,🔵 falta descripción,
MIX PATAGONICO,250G/500G/1KG,,,https://drive.google.com/file/d/15FkU9Z-6lQxlQEVG2LpSA6SAIQ6JsNjA/view,,1426,🔵 falta descripción,
MIX SALADO,250G/500G/1KG,,,https://drive.google.com/file/d/1eZQKbgdKDK9dmVT4r8IdA7CZyNIe_QLq/view,,1660,🔵 falta descripción,
MIX SEMILLAS PARA ENSALADA,250G/500G/1KG,,,https://drive.google.com/file/d/1lychDVWnIk3kyFMKIbfHgZiWaGbUcAXD/view,si,1422,🔵 falta descripción,
MOLINILLO CAFE DE CERAMICA ,1 UNIDAD,,,https://drive.google.com/file/d/1HHW46xXPrD8HlUNKo-JCHVxFCFIXfDN4/view,,2011,🔵 falta descripción,
MIX SIN PASAS - PREMIUM,250G/500G/1KG,,,https://drive.google.com/file/d/1mxIbgm9P-xQtXref_PIV0oxiCeJH0WBC/view,,2228,🔵 falta descripción,
MIX TRADICIONAL,250G/500G/1KG,,,https://drive.google.com/file/d/1-roSiofiHxkMmDM-Bd_K_DBgWcXC8Ge0/view,,1429,🔵 falta descripción,
MIX TROPICAL,250G/500G/1KG,,,https://drive.google.com/file/d/1GoCWwa9uCvBeTnZeY6KA0pYRGoSCytkb/view,,1430,🔵 falta descripción,
MOLINILLO DE ACERO INOXIDABLE,1 UNIDAD,,,https://drive.google.com/file/d/1C8e0e0MOdDdomlwYOziw9x67D2Om3VYg/view,,2250,🔵 falta descripción,
"MORINGA TINTURA MADRE X60cc ""EL NATURALISTA""",1 UNIDAD,,,https://drive.google.com/file/d/1l-JYUR09DCmVHlbvTXTJgsyewZYUXT_K/view,,2276,🔵 falta descripción,
MORTERO MARMOL,1 UNIDAD,,,https://drive.google.com/file/d/1Kn9UEGqwFqVtJrciwDf0AHiM8hokko6D/view,,2251,🔵 falta descripción,
"MOSTAZA CON MIEL ORGANICA 190gr ""RECETAS DE ENTONCES""",1 UNIDAD,,,https://drive.google.com/file/d/1mCaphqI4L3gzN1mvaUEiSl73xnWkEub_/view,,2476,🔵 falta descripción,
"MOSTAZA DIJON 170gr ""RECETAS DE ENTONCES""",1 UNIDAD,,,https://drive.google.com/file/d/14rRuKe-g-zN_1NofIaSp933u6-4mBC1w/view,,2477,🔵 falta descripción,
MOSTAZA EN GRANOS,100G/250G/1KG,,,https://drive.google.com/file/d/12NL4LoDCzWXURU_f8oZYlHl4KxK3nRIv/view,,1436,🔵 falta descripción,
"NAD X 60 cápsulas ""EL NATURALISTA""",1 UNIDAD,,,https://drive.google.com/file/d/17rL0VSWYYhwXzYV2OfEEuVaWt0xdnW14/view,,2333,🔵 falta descripción,
"NAD+RESVERATROL X 60 cápsulas ""EL NATURALISTA""",1 UNIDAD,,,https://drive.google.com/file/d/1lwP-ZXKmUUXnbJqQ_lTAI1757sIFVRcU/view,,2334,🔵 falta descripción,
NENCIA TINTURA MADRE  X 60 CC,1 UNIDAD,,,https://drive.google.com/file/d/1CkoOdz3Shcg5Ay0rnu95low1979ETd9f/view,,2373,🔵 falta descripción,
NMN - NICOTINAMIDA MONONUCLEOTIDO,1 UNIDAD,,,https://drive.google.com/file/d/1dAxa1ht44-g0-MfKgN0N9hWNBMQsuYnr/view,,2505,🔵 falta descripción,
NUECES CONFITADAS X 100 g,1 UNIDAD,,,https://drive.google.com/file/d/1rSGhdeWDuDc2BU8IGrxZtR8JbYMtjrD-/view,,1957,🔵 falta descripción,
NUEZ CON CASCARA,250G/500G/1KG,,,https://drive.google.com/file/d/1CyU_LATUzon6ngDDu-XQ0RTSmr-E_1nj/view,,1446,🔵 falta descripción,
NUEZ CUARTOS,250G/500G/1KG,,,https://drive.google.com/file/d/1RyQfFCD3Rz7nBnh11Udnd-ziuNEtWWL-/view,si,1445,🔵 falta descripción,
NUEZ DE BRASIL,250G/500G/1KG,,,https://drive.google.com/file/d/17a3w7qdy8D4B_Uqz2l__2mTjwdeG3his/view,,2500,🔵 falta descripción,
NUEZ MARIPOSA EXTRA LIGHT,250G/500G/1KG,,,https://drive.google.com/file/d/167aPKGseonfAupfKO_SlZyXf4KgRZuGN/view,si,1716,🔵 falta descripción,
NUEZ MARIPOSA LIGHT,250G/500G/1KG,,,https://drive.google.com/file/d/1rjXARkriZMbrdSDNvJ7iOKfGBHxI-Pki/view,si,1450,🔵 falta descripción,
NUEZ MOSCADA ENTERA,50G/250G/1KG,,,https://drive.google.com/file/d/1cnsk6mLfHOJqVApd28MQT1AKNt0PRNOW/view,,1451,🔵 falta descripción,
NUEZ MOSCADA MOLIDA,50G/250G/1KG,,,https://drive.google.com/file/d/1eUcDhT0z9fB8vtXkXh15nPzu2iBvpF4W/view,,1452,🔵 falta descripción,
OMEGA 3-SYNERGY 60 cap,1 UNIDAD,,,https://drive.google.com/file/d/1uGutYf5B69B_Y0RnSJ4yJ5GwGjdd3bVs/view,,2189,🔵 falta descripción,
OREGANO,100G/250G/1KG,,,https://drive.google.com/file/d/1yMf1m6G2q8Frzabb5BW8NKtODUA8obGd/view,,1455,🔵 falta descripción,
ORTIGA TINTURA MADRE X 60 CC,1 UNIDAD,,,https://drive.google.com/file/d/14Ly-TbZlGMfks8w-vsO-sYBqVBfq3qk4/view,,2372,🔵 falta descripción,
PALO SANTO X30GR,1 UNIDAD,,,https://drive.google.com/file/d/1pXYuQHe6z_LUN5zlZmJi5T4B43GJeyBr/view,,2421,🔵 falta descripción,
PANKO,250G/500G/1KG,,,https://drive.google.com/file/d/1-WEuzI3iwOy7xxSoPW9YCPAbQGl56JKO/view,,1670,🔵 falta descripción,
PASAS DE UVA CON CHOCOLATE,250G/500G/1KG,,,https://drive.google.com/file/d/1byVmob8jRHuJJnCMUfE_L38WemVUsJGc/view,si,2009,🔵 falta descripción,
PASAS DE UVA CON SEMILLA,250G/500G/1KG,,,https://drive.google.com/file/d/1Pu2D-RFY57UtSR3BJHr4uot2JKPFAj9Z/view,,2440,🔵 falta descripción,
PASAS MOROCHA CHICA SIN SEMILLA,250G/500G/1KG,,,https://drive.google.com/file/d/16DnWqgTXff5E0l4ItsA2jI9UNtPPwJjQ/view,si,1955,🔵 falta descripción,
PASAS MOROCHA JUMBO SIN SEMILLA,250G/500G/1KG,,,https://drive.google.com/file/d/1cKCSvqBSLd30SBGisx625jOeuSr9mCei/view,si,1459,🔵 falta descripción,
PASAS RUBIA SIN SEMILLA,250G/500G/1KG,,,https://drive.google.com/file/d/1NechloJwourKBTRFWmgNSqLXsMQsz0n6/view,si,1461,🔵 falta descripción,
PASIONARIA TINTURA MADRE X 6O CC,1 UNIDAD,,,https://drive.google.com/file/d/1AZfzS1YJFaunAWJo3g5axQc0O9rudhBQ/view,,2374,🔵 falta descripción,
PASTA ACEITUNAS CONDIM. 200 g,1 UNIDAD,,,https://drive.google.com/file/d/1h_f6asuZmmhb9c3wYnJsfKAUQKcM7As9/view,,2471,🔵 falta descripción,
"PASTA ACEITUNAS NEGRAS X 200 g ""AGROIANNI""",1 UNIDAD,,,https://drive.google.com/file/d/1buCE3EFB7RkTuMG-ASjK3Nxg3q75DiIM/view,,1463,🔵 falta descripción,
"PASTA ACEITUNAS VERDES X 200 g ""AGROIANNI""",1 UNIDAD,,,https://drive.google.com/file/d/1rBrhMaOTZQDoRZ-mg8FcN1UNx6rqOFb2/view,,1464,🔵 falta descripción,
"PASTA DE AJI PICANTE X 90 GR ""RECETAS DE ENTONCES""",1 UNIDAD,,,https://drive.google.com/file/d/1ohqcAqI8AL-EC5LjkeUkqDhABoAQveGT/view,,1465,🔵 falta descripción,
"PASTA DE AJOS X 200 g ""AGROIANNI""",1 UNIDAD,,,https://drive.google.com/file/d/17Pgy7j7d1imNitgjwygMj7NeBAEpfqty/view,,1468,🔵 falta descripción,
PEPERINA,50G/250G/1KG,,,https://drive.google.com/file/d/1xoWMSRmWYqBIHNsNvEsICmzaXqmoPcaP/view,,2397,🔵 falta descripción,
"PEPINILLOS EN VINAGRE X 200 GR ""DURANG""",1 UNIDAD,,,https://drive.google.com/file/d/1nEelTmFJZrjqSq7p0EwbED2HusfWFMnl/view,,1483,🔵 falta descripción,
"PEPINOS AGRIDULCES X 200 GR ""DURANG""",1 UNIDAD,,,https://drive.google.com/file/d/1rbWPIrlmT8AXr8b8D_p3U6D4vzMWtX9m/view,,1486,🔵 falta descripción,
PERAS WILLIAMS,250G/500G/1KG,,,https://drive.google.com/file/d/1G2SEtD_Q1ayam3utq_qterHqoY4_g2kP/view,si,1488,🔵 falta descripción,
PEREJIL EN HOJAS,50G/250G/1KG,,,https://drive.google.com/file/d/1OeCEZFYqtxbq7SqE5DRfA2rSgTYv7CKG/view,,1489,🔵 falta descripción,
PERRO CALLEJERO MALBEC X 750CC,1 UNIDAD,,,https://drive.google.com/file/d/1z0EoQknV86zlpWkN8iuU-Mk-5TVsYNzv/view,,1492,🔵 falta descripción,
PESTO,100G/250G/1KG,,,https://drive.google.com/file/d/1LJ1PlblZ5K8uEGN6YVmTJeQ0_-Osu_Xi/view,,1495,🔵 falta descripción,
PETALOS DE ROSA,50G/250G/1KG,,,https://drive.google.com/file/d/1PZdjoq9R8Tltw667G3MYuzrTBx5s3bSy/view,,1789,🔵 falta descripción,
"PICKLES MIXTOS X 200 GR ""DURANG""",1 UNIDAD,,,https://drive.google.com/file/d/107SDn-Azkil7saO8rw2P0EiAUr0waCpP/view,,1501,🔵 falta descripción,
PIMENTON AHUMADO,100G/250G/1KG,,,https://drive.google.com/file/d/1g4iUJlyTNJDMWuReSIz7Zj1rFsvzBQHT/view,,1502,🔵 falta descripción,
PIMENTON DULCE,100G/250G/1KG,,,https://drive.google.com/file/d/1lt0m49r-BrAum_Getg5jMBEsT0qczVoB/view,,1505,🔵 falta descripción,
PIMENTÓN PICANTE,100G/250G/1KG,,,https://drive.google.com/file/d/1BN3SVwCyqDoexQPUthY_HdZHyE77FoKq/view,,1506,🔵 falta descripción,
PIMIENTA BLANCA EN GRANO,100G/250G/1KG,,,https://drive.google.com/file/d/1T9Zn-xWhkudQKANj5snd4wP1DuH4YV6Z/view,,1508,🔵 falta descripción,
PIMIENTA BLANCA MOLIDA,100G/250G/1KG,,,https://drive.google.com/file/d/1wkGfk3jIyIrwEE48vXAgvrg1Il2WZ1Fx/view,,1510,🔵 falta descripción,
PIMIENTA CAYENA MOLIDA,100G/250G/1KG,,,https://drive.google.com/file/d/13TPC5vKbG93xfKC4XxPSvxTCn8sPwvuu/view,,1511,🔵 falta descripción,
PIMIENTA JAMAICA,100G/250G/1KG,,,https://drive.google.com/file/d/1vm7x-X4iHnuS-ozQIHFv3UdPvfKyqrsH/view,,2264,🔵 falta descripción,
PIMIENTA NEGRA EN GRANO,100G/250G/1KG,,,https://drive.google.com/file/d/1tPjQrMloQfj3JjOhMasP_dlixSDPQjEJ/view,,1512,🔵 falta descripción,
PIMIENTA NEGRA MOLIDA,100G/250G/1KG,,,https://drive.google.com/file/d/1hi7X5XMAir413dFUdW75r2zVda2Gq8O8/view,,1513,🔵 falta descripción,
"PIMIENTOS ENTEROS X 200 GR ""DURANG""",1 UNIDAD,,,https://drive.google.com/file/d/1BhHbSJOybTW6hq41WT8IyXBoPsd2Bo5f/view,,1517,🔵 falta descripción,
PIÑA CONGELADA X KG,1 UNIDAD,,,https://drive.google.com/file/d/1pV-eA0YpggEmDx9xGAEevWHqZyCaceK8/view,,1520,🔵 falta descripción,
PISTACHOS CON CÁSCARA,250G/500G/1KG,,,https://drive.google.com/file/d/1NN9wZhH-cezQ5-KsuvBegMHA2zb-MY1p/view,,1522,🔵 falta descripción,
PISTACHOS NATURALES SIN CÁCARA ,250G/500G/1KG,,,https://drive.google.com/file/d/1ao2TPp5bV6oht4e9lYmJGp2QLY5VMn9q/view,si,2369,🔵 falta descripción,
PITA CHIPS DE MASA MADRE - ALMADRE ,1 UNIDAD,,,https://drive.google.com/file/d/1q6Qj1vfrxUKkbteBFAUyAX42s3ih5-28/view,,2486,🔵 falta descripción,
POLEN,50G/250G/1KG,,,https://drive.google.com/file/d/15qo5QHuXyx3W1HpLWMH386b5KY2zWX80/view,,2092,🔵 falta descripción,
POLVO PARA HORNEAR,100G/250G/1KG,,,https://drive.google.com/file/d/1GHmgiodbITLTxkJV3qFZXUV9Aadydfhl/view,,2348,🔵 falta descripción,
POLVO PARA HORENAR X 250 g SIN TACC - DICOMERE,1 UNIDAD,,,https://drive.google.com/file/d/1QtN7qh3sN21jW-imHz_bxDFbRiCGzMfD/view,,2410,🔵 falta descripción,
POROTOS ALUBIA,250G/500G/1KG,,,https://drive.google.com/file/d/1I_F4e8zp0POt39Pd8VwSsuvbbykETqGh/view,,1525,🔵 falta descripción,
POROTOS COLORADOS,250G/500G/1KG,,,https://drive.google.com/file/d/15OvvAj21joCbNLGkftgCNhSPaUNr220O/view,,1526,🔵 falta descripción,
"POROTOS CONDIM X 200 GR ""DURANG""",1 UNIDAD,,,https://drive.google.com/file/d/1Rx-J6sU7eIk04R6Pbgus1eLIXr1qXILw/view,,1530,🔵 falta descripción,
POROTOS MANTECA,250G/500G/1KG,,,https://drive.google.com/file/d/1DOaTcIHDAnzRceH8hNaiC__obEZ0FIpk/view,,1527,🔵 falta descripción,
POROTOS MUNG,250G/500G/1KG,,,https://drive.google.com/file/d/1qQ9AnZelzZYUf4oa9RO8rqrWZ0l0a-Zu/view,,1528,🔵 falta descripción,
POROTOS NEGROS,250G/500G/1KG,,,https://drive.google.com/file/d/1icVRyx_qdajfilS1zIseAyhcHp8l1J2N/view,,1529,🔵 falta descripción,
POROTOS PALLARES ,250G/500G/1KG,,,https://drive.google.com/file/d/1A6IvTffQGWkXbA_df1BjG6PU1xfYzbtP/view,,1533,🔵 falta descripción,
"POTASIO+MAGNESIO 30cap ""El Naturalista""",1 UNIDAD,,,https://drive.google.com/file/d/1Iv5tdvKwOpKO6Rzz6TxKc_DMQcNaZe5y/view,,2211,🔵 falta descripción,
"PREMEZCLA BIZCOCHUELO ""DELICEL"" X500GR SIN TACC",1 UNIDAD,,VAINILLA/CHOCOLATE,https://drive.google.com/file/d/1CTgbPFS__p_SOmHGkwAJBum-OEYJfhVo/view,,2332,🔵 falta descripción,
"PREMEZCLA PARA PANIFICADOS SIN TACC X 1 KG ""GLUTAL""",1 UNIDAD,,,https://drive.google.com/file/d/1AArFpNAsJMiKaioobLq10nd2mYy-HhNU/view,,1539,🔵 falta descripción,
"PREMEZCLA PIZZA ""DELICEL"" X500GR SIN TACC",1 UNIDAD,,,https://drive.google.com/file/d/1qQiCAYWwDLlhu6e7NQZgiJUOOdK-eoi2/view,,2167,🔵 falta descripción,
PREMEZCLA SIN TACC UNIVERSAL PANADERIA REPOSTERÍA Y PASTAS X 500 g - DELICEL ,1 UNIDAD,,,https://drive.google.com/file/d/1FyEjdpCkc_12y4q9K25VfLFcf66lyqbH/view,,2490,🔵 falta descripción,
PRENSA FRANCESA 600ml,1 UNIDAD,,,https://drive.google.com/file/d/1XrJMbg75DlHzSUwG4ekIKpIa4i-U5oqB/view,,2496,🔵 falta descripción,
PRENSA FRANCESA 800 ml,1 UNIDAD,,,https://drive.google.com/file/d/1SsZDSzjTzR4fk75sam4cSG_TBnucoI4v/view,,2425,🔵 falta descripción,
"PROBIOTICOS ""KYIOJIN"" X 60 ML",1 UNIDAD,,,https://drive.google.com/file/d/1Yw30_0YjHDBRPyTu9KNAsg8-KwfuJm0G/view,,2180,🔵 falta descripción,
